journal_id,journal,ssci_rank,h5_index,h5_median,since,publisher,url,scope,type_id,type_category,type,lower_limit,upper_limit,limit_unit,last_updated
60,Parliamentary Affairs,60,25,35,1947,Oxford University Press,https://academic.oup.com/pa,"Parliamentary Affairs is a leading, peer-reviewed journal covering all aspects of representation and politics connected to the institution of parliament. The journal is published in partnership with the Hansard Society, created to promote parliamentary democracy throughout the world. Established in 1947, Parliamentary Affairs has a distinguished record of linking the theory and conduct of parliament and politics. The journal offers rigorous and readable examinations of a wide international range of parliaments and political processes, which are both of academic interest and policy relevance. Parliamentary Affairs aims to publish methodologically diverse and comparative research, and welcomes innovative and stimulating submissions, from authors across the globe, which engage with Parliamentary Affairs  core themes of parliamentary representation and democracy.",2,comment,Commentary ,,7000,words,11/05/2020
61,European Journal of Political Economy,62,34,50,1985,Elsevier,https://www.journals.elsevier.com/european-journal-of-political-economy,"The aim of the European Journal of Political Economy is to disseminate original theoretical and empirical research on economic phenomena within a scope that encompasses collective decision making, political behavior, and the role of institutions. Contributions are invited from the international community of researchers.",1,article,Article,,,,11/05/2020
62,Political Quarterly,63,25,35,1930,Wiley,https://onlinelibrary.wiley.com/journal/1467923x,"Since its foundation in 1930, The Political Quarterly has explored and debated the key issues of the day. It is dedicated to political and social reform and has long acted as a conduit between policy-makers, commentators and academics. The Political Quarterly addresses current issues through serious and thought-provoking articles, written in clear jargon-free English.",1,article,Article,,5000,words,11/05/2020
63,Quarterly Journal of Political Science,64,,,2006,Now Publishers,https://www.nowpublishers.com/QJPS,"In the last half-century, social scientists have engaged in a methodologically focused and substantively far-reaching mission to make the study of politics scientific. The mutually reinforcing components in this pursuit are the development of positive theories and the testing of their empirical implications. Although this paradigm has been associated with many advances in the understanding of politics, no leading journal of political science is dedicated primarily to the publication of positive political science. The Quarterly Journal of Political Science will solicit, review, and publish the highest quality manuscripts in positive political science and contemporary political economy. The substantive content of the journal will be broad and eclectic, including cutting-edge research on any aspect of private, local, national, comparative, or international politics. The methodological approach will be analytical, focusing on positive political theories, empirical tests of those theories, and the measurement of causal relationships. In their commitment to making the Journal the premier interdisciplinary publication of scientific research on politics, the editors welcome submissions not only from political scientists but also from scholars in cognate disciplines such as economics, business, and law.",1,article,Article,,,,11/05/2020
64,International Political Science Review,65,28,37,1980,SAGE,http://journals.sagepub.com/home/ips,"The International Political Science Review (IPSR) is the journal of the International Political Science Association. It is committed to publishing peer-reviewed articles that make a significant contribution to international political science. It seeks to appeal to political scientists throughout the world and in all sub-fields of the discipline who are interested in studying political phenomena in the context of increasing international interdependence and change. IPSR reflects the aims and intellectual tradition of its parent body, the International Political Science Association: to foster the creation and dissemination of rigorous political inquiry while respecting different approaches and methods. Articles are welcome reporting research on substantive topics and significant issues within political science. It is expected that authors will establish the significance of their research question, locate it within the relevant literature, and clearly set out the research design through which they intend addressing the question. Authors of single country studies should consider the theoretical and comparative implications of the case. Special issues on themes of general interest to political scientists will be published once or twice a year and deadlines for submissions will be announced periodically.",1,article,Article,,8000,words,11/05/2020
64,International Political Science Review,65,28,37,1980,SAGE,http://journals.sagepub.com/home/ips,"The International Political Science Review (IPSR) is the journal of the International Political Science Association. It is committed to publishing peer-reviewed articles that make a significant contribution to international political science. It seeks to appeal to political scientists throughout the world and in all sub-fields of the discipline who are interested in studying political phenomena in the context of increasing international interdependence and change. IPSR reflects the aims and intellectual tradition of its parent body, the International Political Science Association: to foster the creation and dissemination of rigorous political inquiry while respecting different approaches and methods. Articles are welcome reporting research on substantive topics and significant issues within political science. It is expected that authors will establish the significance of their research question, locate it within the relevant literature, and clearly set out the research design through which they intend addressing the question. Authors of single country studies should consider the theoretical and comparative implications of the case. Special issues on themes of general interest to political scientists will be published once or twice a year and deadlines for submissions will be announced periodically.",2,other/uncategorised,Research Peport,,6000,words,11/05/2020
64,International Political Science Review,65,28,37,1980,SAGE,http://journals.sagepub.com/home/ips,"The International Political Science Review (IPSR) is the journal of the International Political Science Association. It is committed to publishing peer-reviewed articles that make a significant contribution to international political science. It seeks to appeal to political scientists throughout the world and in all sub-fields of the discipline who are interested in studying political phenomena in the context of increasing international interdependence and change. IPSR reflects the aims and intellectual tradition of its parent body, the International Political Science Association: to foster the creation and dissemination of rigorous political inquiry while respecting different approaches and methods. Articles are welcome reporting research on substantive topics and significant issues within political science. It is expected that authors will establish the significance of their research question, locate it within the relevant literature, and clearly set out the research design through which they intend addressing the question. Authors of single country studies should consider the theoretical and comparative implications of the case. Special issues on themes of general interest to political scientists will be published once or twice a year and deadlines for submissions will be announced periodically.",3,other/uncategorised,Review,3000,6000,words,11/05/2020
65,Review of International Organizations,66,24,31,2006,Springer,https://www.springer.com/social+sciences/journal/11558,"The Review of International Organizations publishes original scientific contributions in the entire field of political economy, with a focus on the policies and structure of international organizations, such as the WTO, World Bank, NATO, WHO, the European Court of Human Rights, and the UN. The journal includes studies based on modern economic, political economic, and international relations theories, using quantitative or qualitative methods. Papers should ideally put forward a new theory and provide a rigorous empirical test of this theory, but the RIO allows for a trade-off between the two. ",1,article,Article,,,,11/05/2020
66,Swiss Political Science Review,67,20,24,1995,Wiley,https://onlinelibrary.wiley.com/journal/16626370,"Swiss Political Science Review aims to be a pluralist platform for advancing academic knowledge and debate in the field of political science, and in particular for developing intellectual exchange across traditional boundaries between its subfields and with its neighbouring disciplines. Accordingly, it publishes original and innovative work that makes a theoretical or empirical contribution to the study of political phenomena. SPSR encourages contributions from different theoretical and methodological approaches in order to further their mutual engagement. A fully refereed journal, SPSR publishes research and review articles, book reviews as well as special issues on selected topics. While open to submissions on all topics relevant to political science, SPSR particularly welcomes work engaging with changes in modes and structures of governance, and the challenges this presents for political actors and structures. Having its roots in Switzerland, SPSR is particularly interested in advancing knowledge on the implications of the embedding of national and domestic modes and structures of governance in international and transnational ones as well as issues such as federalism, direct democracy or consociational politics.",1,article,Article,,10000,words,11/05/2020
66,Swiss Political Science Review,67,20,24,1995,Wiley,https://onlinelibrary.wiley.com/journal/16626370,"Swiss Political Science Review aims to be a pluralist platform for advancing academic knowledge and debate in the field of political science, and in particular for developing intellectual exchange across traditional boundaries between its subfields and with its neighbouring disciplines. Accordingly, it publishes original and innovative work that makes a theoretical or empirical contribution to the study of political phenomena. SPSR encourages contributions from different theoretical and methodological approaches in order to further their mutual engagement. A fully refereed journal, SPSR publishes research and review articles, book reviews as well as special issues on selected topics. While open to submissions on all topics relevant to political science, SPSR particularly welcomes work engaging with changes in modes and structures of governance, and the challenges this presents for political actors and structures. Having its roots in Switzerland, SPSR is particularly interested in advancing knowledge on the implications of the embedding of national and domestic modes and structures of governance in international and transnational ones as well as issues such as federalism, direct democracy or consociational politics.",2,book_review,Book Review,,1500,words,11/05/2020
66,Swiss Political Science Review,67,20,24,1995,Wiley,https://onlinelibrary.wiley.com/journal/16626370,"Swiss Political Science Review aims to be a pluralist platform for advancing academic knowledge and debate in the field of political science, and in particular for developing intellectual exchange across traditional boundaries between its subfields and with its neighbouring disciplines. Accordingly, it publishes original and innovative work that makes a theoretical or empirical contribution to the study of political phenomena. SPSR encourages contributions from different theoretical and methodological approaches in order to further their mutual engagement. A fully refereed journal, SPSR publishes research and review articles, book reviews as well as special issues on selected topics. While open to submissions on all topics relevant to political science, SPSR particularly welcomes work engaging with changes in modes and structures of governance, and the challenges this presents for political actors and structures. Having its roots in Switzerland, SPSR is particularly interested in advancing knowledge on the implications of the embedding of national and domestic modes and structures of governance in international and transnational ones as well as issues such as federalism, direct democracy or consociational politics.",3,research_note,Research Note,3000,5000,words,11/05/2020
67,Mediterranean Politics,68,20,31,1996,Taylor & Francis,https://www.tandfonline.com/toc/fmed20/current,"Mediterranean Politics is a refereed journal which brings together research on the contemporary politics and international relations of the Mediterranean and the regions surrrounding it. The Mediterranean is understood not only as those countries whose borders are partially or wholly defined by the sea itself, but as a space that spans the continents of Europe, Africa and Asia. Thus, the journal seeks to act as a bridge between the relevant regional studies communities, and our coverage is inclusive of countries and populations in the broader European, African (North Africa and the Sahel), Middle Eastern (the Mashreq and the Gulf) and West Asian regions. Moreover we welcome contributions that examine the linkages between the Mediterranean area and the wider world. The journal seeks to shed light on the connectedness of polities and societies and thus takes an inter-disciplinary approach which, while generally focused on the disciplines of politics and international relations, is inclusive where appropriate of economics, political economy, human geography, sociology and anthropology.  The journal does not, however, generally accept articles on historical subjects that lack direct contemporary linkage and our economic coverage is confined to those subjects that are likely to be of interest to a largely politics and international relations readership.",1,article,Article,8000,9000,words,11/05/2020
67,Mediterranean Politics,68,20,31,1996,Taylor & Francis,https://www.tandfonline.com/toc/fmed20/current,"Mediterranean Politics is a refereed journal which brings together research on the contemporary politics and international relations of the Mediterranean and the regions surrrounding it. The Mediterranean is understood not only as those countries whose borders are partially or wholly defined by the sea itself, but as a space that spans the continents of Europe, Africa and Asia. Thus, the journal seeks to act as a bridge between the relevant regional studies communities, and our coverage is inclusive of countries and populations in the broader European, African (North Africa and the Sahel), Middle Eastern (the Mashreq and the Gulf) and West Asian regions. Moreover we welcome contributions that examine the linkages between the Mediterranean area and the wider world. The journal seeks to shed light on the connectedness of polities and societies and thus takes an inter-disciplinary approach which, while generally focused on the disciplines of politics and international relations, is inclusive where appropriate of economics, political economy, human geography, sociology and anthropology.  The journal does not, however, generally accept articles on historical subjects that lack direct contemporary linkage and our economic coverage is confined to those subjects that are likely to be of interest to a largely politics and international relations readership.",2,book_review,Book Review (Single),,750,words,11/05/2020
67,Mediterranean Politics,68,20,31,1996,Taylor & Francis,https://www.tandfonline.com/toc/fmed20/current,"Mediterranean Politics is a refereed journal which brings together research on the contemporary politics and international relations of the Mediterranean and the regions surrrounding it. The Mediterranean is understood not only as those countries whose borders are partially or wholly defined by the sea itself, but as a space that spans the continents of Europe, Africa and Asia. Thus, the journal seeks to act as a bridge between the relevant regional studies communities, and our coverage is inclusive of countries and populations in the broader European, African (North Africa and the Sahel), Middle Eastern (the Mashreq and the Gulf) and West Asian regions. Moreover we welcome contributions that examine the linkages between the Mediterranean area and the wider world. The journal seeks to shed light on the connectedness of polities and societies and thus takes an inter-disciplinary approach which, while generally focused on the disciplines of politics and international relations, is inclusive where appropriate of economics, political economy, human geography, sociology and anthropology.  The journal does not, however, generally accept articles on historical subjects that lack direct contemporary linkage and our economic coverage is confined to those subjects that are likely to be of interest to a largely politics and international relations readership.",3,book_review,Book Review (Multiple),,1500,words,11/05/2020
67,Mediterranean Politics,68,20,31,1996,Taylor & Francis,https://www.tandfonline.com/toc/fmed20/current,"Mediterranean Politics is a refereed journal which brings together research on the contemporary politics and international relations of the Mediterranean and the regions surrrounding it. The Mediterranean is understood not only as those countries whose borders are partially or wholly defined by the sea itself, but as a space that spans the continents of Europe, Africa and Asia. Thus, the journal seeks to act as a bridge between the relevant regional studies communities, and our coverage is inclusive of countries and populations in the broader European, African (North Africa and the Sahel), Middle Eastern (the Mashreq and the Gulf) and West Asian regions. Moreover we welcome contributions that examine the linkages between the Mediterranean area and the wider world. The journal seeks to shed light on the connectedness of polities and societies and thus takes an inter-disciplinary approach which, while generally focused on the disciplines of politics and international relations, is inclusive where appropriate of economics, political economy, human geography, sociology and anthropology.  The journal does not, however, generally accept articles on historical subjects that lack direct contemporary linkage and our economic coverage is confined to those subjects that are likely to be of interest to a largely politics and international relations readership.",4,other/uncategorised,Profiles,,3000,words,11/05/2020
68,Studies in Conflict and Terrorism,69,32,51,1977,Taylor & Francis,https://www.tandfonline.com/toc/uter20/current,"Studies in Conflict and Terrorism aims to cast new light on the origins and implications of conflict in the 21st Century and to illuminate new approaches and solutions to countering the growth and escalation of contemporary sub-state violence. The journal is specifically oriented to both practitioner and scholarly audiences and is thus meant to bridge the divide between theory and practice. Studies in Conflict and Terrorism thus seeks to publish theoretical and empirical studies that contribute to a better understanding of the causes of terrorism and insurgency as well as the measures required to achieve their resolution. The journal addresses security challenges fuelled by religious and nationalist strife, moribund peace processes, disputes over natural resources, and transnational organized crime.",1,article,Article,8000,12000,words,11/05/2020
69,State Politics and Policy Quarterly,70,18,29,2001,SAGE,http://journals.sagepub.com/home/spa,"State Politics & Policy Quarterly (SPPQ) features studies that develop general hypotheses of political behavior and policymaking and test these hypotheses using the unique methodological advantages of the states. It also includes field review essays and a section entitled  The Practical Researcher ? which is a service-oriented feature designed to provide data, methodological, and assessment resources for those conducting research on state politics. SPPQ publishes high quality academic studies that develop and test general hypotheses of political behavior and policymaking, exploiting the unique advantages of subnational governments. It also includes a wide variety of research on subnational governments, both inside the U.S. and cross-nationally and comparatively, including on the methods and data used to study the states, field review essays, research notes, and extension/replication papers.",1,article,Article,,,,11/05/2020
69,State Politics and Policy Quarterly,70,18,29,2001,SAGE,http://journals.sagepub.com/home/spa,"State Politics & Policy Quarterly (SPPQ) features studies that develop general hypotheses of political behavior and policymaking and test these hypotheses using the unique methodological advantages of the states. It also includes field review essays and a section entitled  The Practical Researcher ? which is a service-oriented feature designed to provide data, methodological, and assessment resources for those conducting research on state politics. SPPQ publishes high quality academic studies that develop and test general hypotheses of political behavior and policymaking, exploiting the unique advantages of subnational governments. It also includes a wide variety of research on subnational governments, both inside the U.S. and cross-nationally and comparatively, including on the methods and data used to study the states, field review essays, research notes, and extension/replication papers.",2,other/uncategorised,Field Review,,,,11/05/2020
69,State Politics and Policy Quarterly,70,18,29,2001,SAGE,http://journals.sagepub.com/home/spa,"State Politics & Policy Quarterly (SPPQ) features studies that develop general hypotheses of political behavior and policymaking and test these hypotheses using the unique methodological advantages of the states. It also includes field review essays and a section entitled  The Practical Researcher ? which is a service-oriented feature designed to provide data, methodological, and assessment resources for those conducting research on state politics. SPPQ publishes high quality academic studies that develop and test general hypotheses of political behavior and policymaking, exploiting the unique advantages of subnational governments. It also includes a wide variety of research on subnational governments, both inside the U.S. and cross-nationally and comparatively, including on the methods and data used to study the states, field review essays, research notes, and extension/replication papers.",3,other/uncategorised,The Practical Researcher,,,,11/05/2020
70,Legislative Studies Quarterly,71,19,26,1976,Wiley,https://onlinelibrary.wiley.com/journal/19399162,"The Legislative Studies Quarterly is an international journal devoted to the publication of research on representative assemblies. Its purpose is to disseminate scholarly work on parliaments and legislatures, their relations to other political institutions, their functions in the political system, and the activities of their members both within the institution and outside. The Quarterly invites contributions from scholars in all countries. Its pages are open to all research approaches consistent with the normal canons of scholarship, and to work on representative assemblies in all settings and all time periods. The aim of the Quarterly is to contribute to the formulation and verification of general theories about legislative systems, processes, and behavior. The editors encourage contributors to emphasize the cross-national implications of their findings, even if these findings are based on research within a single country. The Legislative Studies Quarterly is the official journal of the Legislative Studies Section of the American Political Science Association.",1,article,Article,,10000,words,11/05/2020
70,Legislative Studies Quarterly,71,19,26,1976,Wiley,https://onlinelibrary.wiley.com/journal/19399162,"The Legislative Studies Quarterly is an international journal devoted to the publication of research on representative assemblies. Its purpose is to disseminate scholarly work on parliaments and legislatures, their relations to other political institutions, their functions in the political system, and the activities of their members both within the institution and outside. The Quarterly invites contributions from scholars in all countries. Its pages are open to all research approaches consistent with the normal canons of scholarship, and to work on representative assemblies in all settings and all time periods. The aim of the Quarterly is to contribute to the formulation and verification of general theories about legislative systems, processes, and behavior. The editors encourage contributors to emphasize the cross-national implications of their findings, even if these findings are based on research within a single country. The Legislative Studies Quarterly is the official journal of the Legislative Studies Section of the American Political Science Association.",2,other/uncategorised,Short-Form,,4500,words,11/05/2020
71,Problems of Post-Communism,72,20,32,1954,Taylor & Francis,https://www.tandfonline.com/toc/mppc20/current,"The post-communist countries are the most rapidly changing societies of Europe and Asia. For insight into this twenty-first century revolution, there is no better source than Problems of Post-Communism . Emphasis is placed on timely research covering current economic, political, security, and international developments and trends in Russia and China, Central Europe and Central Asia, Latin America, and Southeast Asia. Clarity and readability make the articles fully accessible to researchers, policy makers, and students alike.",1,article,Article,8000,10000,words,11/05/2020
72,Political Studies,73,39,57,1953,SAGE,http://journals.sagepub.com/home/psx,"Political Studies is a leading international journal, which is committed to publishing high-quality research in all areas of politics and international relations. The journal publishes rigorous and original work of significance to the discipline broadly defined, and which speaks to the whole discipline. The journal s editorial approach is not constrained by any particular methodological or theoretical framework and the editors wish to encourage a pluralistic approach to the discipline and debate among the different approaches. The editors particularly welcome submissions which aim to be innovative in their approach, which cross traditional disciplinary boundaries, which reconsider the relationship between the domestic and international politics, or which offer fresh comparative perspectives. The journal is committed to the very highest standards of peer reviewing, to developing the most promising new work available, and to facilitating professional communication in political science.",1,article,Article,7000,10000,words,11/05/2020
73,Philosophy and Public Affairs,74,,,1972,Wiley,https://onlinelibrary.wiley.com/journal/10884963,"Issues of public concern often have an important philosophical dimension. Philosophy & Public Affairs is published in the belief that a philosophical examination of these issues can contribute to their clarification and to their resolution. It welcomes philosophical discussion of substantive legal, social, and political problems, as well as discussions of the more abstract questions to which they give rise. In addition, it aims to publish studies of the moral and intellectual history of such problems. Philosophy & Public Affairs is designed to fill the need for a venue in which philosophers with different viewpoints and philosophically inclined writers from various disciplines-including law, political science, economics, and sociology-can bring their distinctive methods to bear on problems that concern everyone.",1,article,Article,,12000,words,11/05/2020
74,Political Research Quarterly,75,34,43,1948,SAGE,http://journals.sagepub.com/home/prq,"Political Research Quarterly is a peer-reviewed journal that publishes original research on all aspects of politics. Among the leading generalist journals of political science, PRQ seeks to publish significant contributions to knowledge which engage readers across multiple fields of scholarship, as well as exceptional contributions within specialized fields. Our authors and reviewers come from all over the world and from across the spectrum of methodological and substantive expertise. Both the journal and its host organization, the Western Political Science Association, have a reputation for showcasing pluralistic and intellectually innovative research, with special emphasis on transcending the boundaries that conventionally separate subfields, methods, and specializations.",1,article,Article,,10000,words,11/05/2020
75,Contemporary Security Policy,76,19,25,1980,Taylor & Francis,https://www.tandfonline.com/toc/fcsp20/current,"One of the oldest peer-reviewed journals in international conflict and security, Contemporary Security Policy promotes theoretically-based research on policy problems of armed conflict, intervention and conflict resolution. Since it first appeared in 1980, CSP has established its unique place as a meeting ground for research at the nexus of theory and policy. ",1,article,Article,,9000,words,11/05/2020
76,European Political Science Review,77,26,50,2009,Cambridge University Press,https://www.cambridge.org/core/journals/european-political-science-review,"The European Political Science Review (EPSR) publishes high quality scholarly research in political science, focusing on the most important debates in the discipline and demonstrating the highest possible standards in conceptualisation, theorisation and methodology. Submissions should emphasise why they are of interest to a broad readership across sub-disciplines and should engage with central theoretical debates in political science. ",1,article,Article,,10000,words,11/05/2020
77,Journal of International Relations and Development,78,18,31,2004,Palgrave,https://www.palgrave.com/de/journal/41268,"This independent, internationally peer-reviewed journal explores international relations and international political economy. It publishes articles on contemporary world politics and the global political economy from a variety of methodologies and approaches. The Journal of International Relations and Development is a global publication with regional roots, which was established in 1984 to encourage scholarly publications by authors from Central and Eastern Europe. Today the journal welcomes submissions from all scholars without regard to regional affiliation. This is the official journal of the Central and East European International Studies Association (CEEISA). The journal presents theoretically informed empirical analyses of current issues in international relations and international political economy, as well as original theoretical and conceptual analyses. Topics addressed in the journal reflect a global range of perspective. Coverage extends to pro-market economic policies and women s economic wellbeing; tactics of warlord democrats in Sierra Leone and Liberia; rhetorical strategies of securitization; international relations and Brazil; small arms control in Kosovo and Cambodia; and the Crimean crisis. Also examined are the emergence of Earth jurisprudence in the Americas; the cyclical translation of international rule-of-law commission models in Guatemala; aid sanctions and political conditionality: continuity and change; and many other topics. The Journal of International Relations and Development is co-owned with the Centre of International Relations at the University of Ljubljana.",1,article,Article,,12000,words,11/05/2020
78,Publius: The Journal of Federalism,79,21,28,1971,Oxford University Press,https://academic.oup.com/publius,"Publius: The Journal of Federalism is the world s leading journal devoted to federalism. It is required reading for scholars of many disciplines who want the latest developments, trends, and empirical and theoretical work on federalism and intergovernmental relations. Publius is an international journal and is interested in publishing work on federalist systems throughout the world. Its goal is to publish the latest research from around the world on federalism theory and practice; the dynamics of federal systems; intergovernmental relations and administration; regional, state and provincial governance; and comparative federalism.",1,article,Article,,10000,words,11/05/2020
78,Publius: The Journal of Federalism,79,21,28,1971,Oxford University Press,https://academic.oup.com/publius,"Publius: The Journal of Federalism is the world s leading journal devoted to federalism. It is required reading for scholars of many disciplines who want the latest developments, trends, and empirical and theoretical work on federalism and intergovernmental relations. Publius is an international journal and is interested in publishing work on federalist systems throughout the world. Its goal is to publish the latest research from around the world on federalism theory and practice; the dynamics of federal systems; intergovernmental relations and administration; regional, state and provincial governance; and comparative federalism.",2,book_review,Book Review,1000,1500,words,11/05/2020
79,Comparative Politics,80,23,33,1950,Ingenta Connect,http://www.ingentaconnect.com/content/cuny/cp,"Comparative Politics is an international journal that publishes scholarly articles devoted to the comparative analysis of political institutions and behavior. It was founded in 1968 to further the development of comparative political theory and the application of comparative theoretical analysis to the empirical investigation of political issues. Comparative Politics communicates new ideas and research findings to social scientists, scholars, and students, and is valued by experts in research organizations, foundations, and consulates throughout the world.",1,article,Article,,12000,words,11/05/2020
79,Comparative Politics,80,23,33,1950,Ingenta Connect,http://www.ingentaconnect.com/content/cuny/cp,"Comparative Politics is an international journal that publishes scholarly articles devoted to the comparative analysis of political institutions and behavior. It was founded in 1968 to further the development of comparative political theory and the application of comparative theoretical analysis to the empirical investigation of political issues. Comparative Politics communicates new ideas and research findings to social scientists, scholars, and students, and is valued by experts in research organizations, foundations, and consulates throughout the world.",2,research_note,Research Note,,6000,words,11/05/2020
80,International Journal of Public Opinion Research,81,23,35,1989,Oxford University Press,https://academic.oup.com/ijpor,"The International Journal of Transitional Justice aims to provide just such a forum for developing and sharing knowledge and for building and consolidating research expertise in this vital field of study. Most importantly, IJTJ serves as both a vehicle for this information and as a point of dialogue between activists, practitioners and academics. This dialogue is promoted by the format and structure of the journal. In addition to regular length articles, the journal has a section entitled  Notes from the Field  which carries shorter practitioner focused articles, interviews, discussion papers, responses to earlier articles, practitioners  reflections, creative writing and the presentation of new data.",1,article,Article,,30,pages,11/05/2020
80,International Journal of Public Opinion Research,81,23,35,1989,Oxford University Press,https://academic.oup.com/ijpor,"The International Journal of Transitional Justice aims to provide just such a forum for developing and sharing knowledge and for building and consolidating research expertise in this vital field of study. Most importantly, IJTJ serves as both a vehicle for this information and as a point of dialogue between activists, practitioners and academics. This dialogue is promoted by the format and structure of the journal. In addition to regular length articles, the journal has a section entitled  Notes from the Field  which carries shorter practitioner focused articles, interviews, discussion papers, responses to earlier articles, practitioners  reflections, creative writing and the presentation of new data.",2,research_note,Research Note,,3500,words,11/05/2020
81,International Journal of Transitional Justice,82,18,26,2007,Oxford University Press,https://academic.oup.com/ijtj,"The International Journal of Transitional Justice aims to provide just such a forum for developing and sharing knowledge and for building and consolidating research expertise in this vital field of study. Most importantly, IJTJ serves as both a vehicle for this information and as a point of dialogue between activists, practitioners and academics. This dialogue is promoted by the format and structure of the journal. In addition to regular length articles, the journal has a section entitled  Notes from the Field  which carries shorter practitioner focused articles, interviews, discussion papers, responses to earlier articles, practitioners  reflections, creative writing and the presentation of new data.",1,article,Article,5000,10000,words,11/05/2020
81,International Journal of Transitional Justice,82,18,26,2007,Oxford University Press,https://academic.oup.com/ijtj,"The International Journal of Transitional Justice aims to provide just such a forum for developing and sharing knowledge and for building and consolidating research expertise in this vital field of study. Most importantly, IJTJ serves as both a vehicle for this information and as a point of dialogue between activists, practitioners and academics. This dialogue is promoted by the format and structure of the journal. In addition to regular length articles, the journal has a section entitled  Notes from the Field  which carries shorter practitioner focused articles, interviews, discussion papers, responses to earlier articles, practitioners  reflections, creative writing and the presentation of new data.",2,book_review,Book Review,3500,5000,words,11/05/2020
81,International Journal of Transitional Justice,82,18,26,2007,Oxford University Press,https://academic.oup.com/ijtj,"The International Journal of Transitional Justice aims to provide just such a forum for developing and sharing knowledge and for building and consolidating research expertise in this vital field of study. Most importantly, IJTJ serves as both a vehicle for this information and as a point of dialogue between activists, practitioners and academics. This dialogue is promoted by the format and structure of the journal. In addition to regular length articles, the journal has a section entitled  Notes from the Field  which carries shorter practitioner focused articles, interviews, discussion papers, responses to earlier articles, practitioners  reflections, creative writing and the presentation of new data.",3,other/uncategorised,Note,1500,5000,words,11/05/2020
82,Journal of Strategic Studies,83,19,26,1978,Taylor & Francis,https://www.tandfonline.com/toc/fjss20/current,"The defining feature of The Journal of Strategic Studies is its commitment to multi-disciplinary approaches to the study of war. The editors welcome articles that challenge our historical understanding of humanity s efforts to achieve political ends through the application of military and diplomatic means; articles on contemporary security and theoretical controversies of enduring value; and of course articles that explicitly combine the historical and theoretical approaches to the study of modern warfare, defence policy and modern strategy. ",1,article,Article,7000,10000,words,11/05/2020
83,German Politics,84,16,20,1992,Taylor & Francis,https://www.tandfonline.com/toc/fgrp20/current,"Since its launch in 1992, German Politics has established itself as the leading international journal in its field. Its mission is to provide theoretically informed perspectives on the changing agendas of German Politics . It engages with themes that connect Germany comparatively with other states - the challenges of globalisation, changes in international relations, and the widening and deepening of the European Union. It also links work on Germany to wider debates and issues in comparative politics, public policy, political behaviour, and political theory.",1,article,Article,,8000,words,11/05/2020
84,European Security,85,21,29,1992,Taylor & Francis,https://www.tandfonline.com/toc/feus20/current,"European Security is a forum for discussing challenges and approaches to security within the region as well as for Europe in a global context. The journal seeks to publish critical analyses of policies and developments in European institutions and member states, their relations with European and other immediate neighbours, and their relations with the wider world, including other regional and international organisations. It is also interested in non-European perspectives on Europe in a global context. Whilst the journal is particularly interested in stimulating debate between varied theoretical approaches, it strongly encourages policy debates on topical issues that combine conceptual and empirical analyses.",1,article,Article,8000,10000,words,11/05/2020
84,European Security,85,21,29,1992,Taylor & Francis,https://www.tandfonline.com/toc/feus20/current,"European Security is a forum for discussing challenges and approaches to security within the region as well as for Europe in a global context. The journal seeks to publish critical analyses of policies and developments in European institutions and member states, their relations with European and other immediate neighbours, and their relations with the wider world, including other regional and international organisations. It is also interested in non-European perspectives on Europe in a global context. Whilst the journal is particularly interested in stimulating debate between varied theoretical approaches, it strongly encourages policy debates on topical issues that combine conceptual and empirical analyses.",2,book_review,Book Review,,,,11/05/2020
85,Ethics and International Affairs,86,18,29,1958,Cambridge University Press,https://www.cambridge.org/core/journals/ethics-and-international-affairs,"The aim of Ethics & International Affairs, the journal of the Carnegie Council, is to help close the gap between theory and practice (and between theorists and practitioners) by publishing original essays that integrate rigorous thinking about principles of justice and morality into discussions of practical dilemmas related to current policy developments, global institutional arrangements, and the conduct of important international actors. Theoretical discussions that originate in philosophy, religion, or the social sciences should connect with the interests of journalists, activists, policy-makers, and citizens who are primarily concerned with assessing and reforming specific policies, as well as existing rules and institutions such as the United Nations, the World Bank, and the International Monetary Fund; arrangements governing trade, environmental protection, and the use of force; and the International Criminal Court and ad hoc tribunals that address genocide and past societal injustices. ",1,article,Article,7000,8000,words,11/05/2020
85,Ethics and International Affairs,86,18,29,1958,Cambridge University Press,https://www.cambridge.org/core/journals/ethics-and-international-affairs,"The aim of Ethics & International Affairs, the journal of the Carnegie Council, is to help close the gap between theory and practice (and between theorists and practitioners) by publishing original essays that integrate rigorous thinking about principles of justice and morality into discussions of practical dilemmas related to current policy developments, global institutional arrangements, and the conduct of important international actors. Theoretical discussions that originate in philosophy, religion, or the social sciences should connect with the interests of journalists, activists, policy-makers, and citizens who are primarily concerned with assessing and reforming specific policies, as well as existing rules and institutions such as the United Nations, the World Bank, and the International Monetary Fund; arrangements governing trade, environmental protection, and the use of force; and the International Criminal Court and ad hoc tribunals that address genocide and past societal injustices. ",2,other/uncategorised,Essay,2500,3500,words,11/05/2020
